family,model,n_truth,n_scored,n_missing,n_invalid,coverage,mean_f1,mean_mcc
RF00215,sincfold_retrained,30,30,0,0,1.0,0.04919369898497033,0.053796445031563514
RF00218,sincfold_published,553,553,0,0,1.0,0.3505656937293063,0.37267024225868045
RF00218,sincfold_retrained,553,553,0,0,1.0,0.32873633797470764,0.40651538884965044
RF00225,sincfold_published,7,7,0,0,1.0,0.31182472989195675,0.3396334007567376
RF00225,sincfold_retrained,7,7,0,0,1.0,0.11134021606206522,0.11126109598959086
RF00228,sincfold_published,20,0,20,0,0.0,,
RF00228,sincfold_retrained,20,0,20,0,0.0,,
RF00232,sincfold_published,98,98,0,0,1.0,0.04411545032792208,0.05472911365561967
RF00232,sincfold_retrained,98,98,0,0,1.0,0.14345628450363052,0.1531547328747934
RF00233,sincfold_published,60,60,0,0,1.0,0.6575697328693507,0.680370880848865
RF00233,sincfold_retrained,60,60,0,0,1.0,0.5683244638203646,0.5803366876540377
RF00272,sincfold_published,487,487,0,0,1.0,0.2921744536531057,0.3086581956037496
RF00272,sincfold_retrained,487,487,0,0,1.0,0.15333800428718897,0.15331424117100623
RF00292,sincfold_published,22,22,0,0,1.0,0.13636363636363635,0.1448347270081483
RF00292,sincfold_retrained,22,22,0,0,1.0,0.0688000452706335,0.08598937422938789
RF00294,sincfold_published,21,21,0,0,1.0,0.0,-0.0004221141377625491
RF00294,sincfold_retrained,21,21,0,0,1.0,0.0,-0.0006140856525571721
RF00302,sincfold_published,895,895,0,0,1.0,0.38302445466254076,0.3974715010049602
RF00302,sincfold_retrained,895,895,0,0,1.0,0.3915298801322535,0.39214335886047763
RF00303,sincfold_published,772,772,0,0,1.0,0.4844571266358942,0.49854951585966534
RF00303,sincfold_retrained,772,772,0,0,1.0,0.14256742343118334,0.1437800913822214
RF00304,sincfold_published,738,738,0,0,1.0,0.41911147421879497,0.44911502141442355
RF00304,sincfold_retrained,738,738,0,0,1.0,0.37935527017751114,0.3912693197243284
RF00311,sincfold_published,74,74,0,0,1.0,0.5819116019782327,0.6028581668586372
RF00311,sincfold_retrained,74,74,0,0,1.0,0.4869405098291965,0.5434643018019387
RF00313,sincfold_published,16,16,0,0,1.0,0.798416458151113,0.8090294850592623
RF00313,sincfold_retrained,16,16,0,0,1.0,0.6155373730026273,0.6605173979695842
RF00320,sincfold_published,12,12,0,0,1.0,0.40852844051373466,0.42081344766471457
RF00320,sincfold_retrained,12,12,0,0,1.0,0.4100003946497635,0.462176026472753
RF00321,sincfold_published,5903,5903,0,0,1.0,0.04461445160811105,0.04563706751715606
RF00321,sincfold_retrained,5903,5903,0,0,1.0,0.02834766959277032,0.029094911168279346
RF00323,sincfold_published,3,3,0,0,1.0,0.7555555555555555,0.7563854236627506
RF00323,sincfold_retrained,3,3,0,0,1.0,0.8232323232323232,0.8289968271498015
RF00329,sincfold_published,104,104,0,0,1.0,0.6416848585143254,0.6507601624890983
RF00329,sincfold_retrained,104,104,0,0,1.0,0.5035998256598858,0.509456010297354
RF00336,sincfold_published,23,23,0,0,1.0,0.5265692381433097,0.5547445108331645
RF00336,sincfold_retrained,23,23,0,0,1.0,0.08089402344110028,0.08111952830346729
RF00338,sincfold_published,5,5,0,0,1.0,0.5316666666666666,0.5398421265606757
RF00338,sincfold_retrained,5,5,0,0,1.0,0.4489687154950313,0.4561761159608862
RF00341,sincfold_published,512,512,0,0,1.0,0.4949176575451603,0.536004418515515
RF00341,sincfold_retrained,512,512,0,0,1.0,0.4533726782070081,0.4777783093327185
RF00348,sincfold_published,91,91,0,0,1.0,0.09173683459397747,0.09443372358756055
RF00348,sincfold_retrained,91,91,0,0,1.0,0.0784375393813015,0.09833742668787401
RF00349,sincfold_published,602,602,0,0,1.0,0.6408413238989077,0.6582525817916542
RF00349,sincfold_retrained,602,602,0,0,1.0,0.5704561892446041,0.6262364207364858
