family,model,n_truth,n_scored,n_missing,n_invalid,coverage,mean_f1,mean_mcc
RF02881,published,46,46,0,0,1.0,0.20361450674674145,0.21298515106664506
RF02881,retrained,46,46,0,0,1.0,0.1286763135143971,0.1286544787312679
RF02882,published,88,88,0,0,1.0,0.08921317165369859,0.1136740020443301
RF02882,retrained,88,88,0,0,1.0,0.04410279021385712,0.04841947453808455
RF02888,published,4,4,0,0,1.0,0.4732620320855615,0.48372697147594296
RF02888,retrained,4,4,0,0,1.0,0.0,-0.008052840672868888
RF02889,published,13,13,0,0,1.0,0.5682219030022554,0.5911199526342554
RF02889,retrained,13,13,0,0,1.0,0.21186506727682916,0.2104702331399088
RF02896,published,26,26,0,0,1.0,0.173573527921354,0.17524419153118623
RF02896,retrained,26,26,0,0,1.0,0.0,-0.0019220228405003802
RF02902,published,425,425,0,0,1.0,0.5902856740035716,0.6186651487382239
RF02902,retrained,425,425,0,0,1.0,0.526827188964281,0.5338452352772022
RF02907,published,15,15,0,0,1.0,0.9359034052367385,0.9368438898637428
RF02907,retrained,15,15,0,0,1.0,0.5962186036611323,0.5959990074938244
RF02909,published,30,30,0,0,1.0,0.4233117198761166,0.4362787086480916
RF02909,retrained,30,30,0,0,1.0,0.22714754887805488,0.2271212086866489
RF02911,published,49,49,0,0,1.0,0.1282216998001406,0.13374631130668754
RF02911,retrained,49,49,0,0,1.0,0.08882117552274715,0.08841932606890097
RF02912,published,76,76,0,0,1.0,0.5047352805907867,0.5324902537150624
RF02912,retrained,76,76,0,0,1.0,0.38242517439995405,0.40807449988075173
RF02915,published,186,186,0,0,1.0,0.8829262080496114,0.8879688584290676
RF02915,retrained,186,186,0,0,1.0,0.6877027754528207,0.6907293783481169
RF02916,published,246,246,0,0,1.0,0.6624757693625404,0.6713768481847068
RF02916,retrained,246,246,0,0,1.0,0.501291176434027,0.5144255835332737
RF02922,published,61,61,0,0,1.0,0.7838025239661172,0.7907804341805226
RF02922,retrained,61,61,0,0,1.0,0.547655176541318,0.5515189162751184
RF02923,published,43,43,0,0,1.0,0.7129211765139178,0.7282600681525411
RF02923,retrained,43,43,0,0,1.0,0.4538882259216462,0.4641518714838303
RF02925,published,180,180,0,0,1.0,0.8813361923307746,0.8875282666122146
RF02925,retrained,180,180,0,0,1.0,0.6971120723197601,0.7197123298678927
RF02927,published,2,2,0,0,1.0,1.0,1.0
RF02927,retrained,2,2,0,0,1.0,0.8333333333333333,0.8351755548224957
RF02930,published,157,157,0,0,1.0,0.7180542336470376,0.7362289893095176
RF02930,retrained,157,157,0,0,1.0,0.47606694642592423,0.48503298436112224
RF02935,published,764,764,0,0,1.0,0.7966219034801518,0.8043586926536289
RF02935,retrained,764,764,0,0,1.0,0.6219564334052483,0.6236334526641564
RF02951,published,213,213,0,0,1.0,0.846716623577722,0.850150581576732
RF02951,retrained,213,213,0,0,1.0,0.5890055556608036,0.5904860888180925
RF02954,published,5,5,0,0,1.0,0.7794269392622172,0.7847629085472599
RF02954,retrained,5,5,0,0,1.0,0.4511323763955343,0.4534864294069479
RF02957,published,369,369,0,0,1.0,0.8146198482763399,0.8200400043321642
RF02957,retrained,369,369,0,0,1.0,0.5843235343814654,0.5888500439012596
RF02962,published,71,71,0,0,1.0,0.7635827173081944,0.7731910873967891
RF02962,retrained,71,71,0,0,1.0,0.5703080322913827,0.5740672396312655
RF02965,published,334,334,0,0,1.0,0.8135938066344865,0.8211823577214813
RF02965,retrained,334,334,0,0,1.0,0.6492575802885213,0.6519687410545252
RF02966,published,85,85,0,0,1.0,0.8310015445663212,0.8385678486744802
RF02966,retrained,85,85,0,0,1.0,0.4871025983168477,0.4948430053606168
RF02967,published,261,261,0,0,1.0,0.8047691068767641,0.8156448059599709
RF02967,retrained,261,261,0,0,1.0,0.6025317098297122,0.6154483772400907
RF02971,published,19,19,0,0,1.0,0.8708176748718012,0.8806518510835977
RF02971,retrained,19,19,0,0,1.0,0.655605866282241,0.6715740946097385
RF02975,published,752,752,0,0,1.0,0.9547423427718058,0.9564696442794408
RF02975,retrained,752,752,0,0,1.0,0.40240525813429623,0.40703820440288024
RF02976,published,1,1,0,0,1.0,0.5964912280701754,0.616895859529349
RF02976,retrained,1,1,0,0,1.0,0.3157894736842105,0.32477247200848736
RF02977,published,146,146,0,0,1.0,0.7161155014976197,0.736712479735086
RF02977,retrained,146,146,0,0,1.0,0.590382938872397,0.5924185865857016
RF02982,published,135,135,0,0,1.0,0.8099966548504187,0.8173697399816565
RF02982,retrained,135,135,0,0,1.0,0.6420945214175973,0.6496490925808027
RF02992,published,172,172,0,0,1.0,0.7434914138921677,0.7587005756087387
RF02992,retrained,172,172,0,0,1.0,0.23361454977037,0.2328602769706644
RF02999,published,505,505,0,0,1.0,0.834568795330057,0.8447056655443211
RF02999,retrained,505,505,0,0,1.0,0.5697770330531878,0.5852985745270237
RF03001,published,93,93,0,0,1.0,0.9230124312142688,0.9274461028093836
RF03001,retrained,93,93,0,0,1.0,0.7009048678128871,0.7121583623971248
RF03002,published,10,10,0,0,1.0,0.8832762052189297,0.8888571751810732
RF03002,retrained,10,10,0,0,1.0,0.6447899812605696,0.6484178094742344
RF03003,published,224,224,0,0,1.0,0.5377454890052115,0.555465367550817
RF03003,retrained,224,224,0,0,1.0,0.19352897971024866,0.19614919495002417
RF03004,published,13,13,0,0,1.0,0.6502919040447644,0.6619595830926879
RF03004,retrained,13,13,0,0,1.0,0.14048905226624192,0.15124872097928282
RF03005,published,108,108,0,0,1.0,0.6253646888211859,0.6415443725599833
RF03005,retrained,108,108,0,0,1.0,0.41830703465368146,0.4215471907024863
RF03006,published,38,38,0,0,1.0,0.768062274768849,0.776665607121117
RF03006,retrained,38,38,0,0,1.0,0.5986912838808913,0.5977221438283806
RF03007,published,7,7,0,0,1.0,0.9076411960132891,0.9127305795627303
RF03007,retrained,7,7,0,0,1.0,0.5034261614243452,0.5065417250515426
RF03009,published,43,43,0,0,1.0,0.7786692171358854,0.7857266616634361
RF03009,retrained,43,43,0,0,1.0,0.46678254743698266,0.47280404019274086
RF03010,published,8,8,0,0,1.0,0.9270729270729271,0.930113643151637
RF03010,retrained,8,8,0,0,1.0,0.30113636363636365,0.30913670062514326
RF03015,published,536,536,0,0,1.0,0.7930129298326971,0.8063560835323812
RF03015,retrained,536,536,0,0,1.0,0.6415558776111155,0.6555957147005872
RF03018,published,217,217,0,0,1.0,0.8050792119766074,0.8126011080939681
RF03018,retrained,217,217,0,0,1.0,0.46889584396869244,0.4745387977657487
RF03023,published,33,33,0,0,1.0,0.8109277725323331,0.8206196824420204
RF03023,retrained,33,33,0,0,1.0,0.6436150757086327,0.6479751300012839
RF03024,published,6,6,0,0,1.0,0.9609250398724084,0.9632531519594288
RF03024,retrained,6,6,0,0,1.0,0.7754741019214704,0.7920072357454396
RF03028,published,56,56,0,0,1.0,0.5643971887651575,0.5805332612685449
RF03028,retrained,56,56,0,0,1.0,0.37918768598547764,0.3846311237461344
RF03037,published,45,45,0,0,1.0,0.5872088245428155,0.5914030986434788
RF03037,retrained,45,45,0,0,1.0,0.36585305462072376,0.36781553510085374
RF03040,published,106,106,0,0,1.0,0.7235235649644688,0.7360789192872569
RF03040,retrained,106,106,0,0,1.0,0.35196874741294276,0.35533640843240455
RF03042,published,34,34,0,0,1.0,0.5845345014462662,0.5931115890181383
RF03042,retrained,34,34,0,0,1.0,0.4222240658226818,0.42731761277191777
RF03043,published,8,8,0,0,1.0,0.8042744297914135,0.8055886770993741
RF03043,retrained,8,8,0,0,1.0,0.5869776717487899,0.5865928032795326
RF03044,published,259,259,0,0,1.0,0.6281542355532195,0.6398634213810976
RF03044,retrained,259,259,0,0,1.0,0.3847391276364572,0.3894697523916184
RF03045,published,87,87,0,0,1.0,0.786356342493808,0.7889501362807324
RF03045,retrained,87,87,0,0,1.0,0.6189987975801038,0.6231332552449367
RF03047,published,12,12,0,0,1.0,0.5589165837411452,0.6028232003460968
RF03047,retrained,12,12,0,0,1.0,0.5749612064966887,0.5965978818047101
RF03056,published,28,28,0,0,1.0,0.4538327193225468,0.468754048802567
RF03056,retrained,28,28,0,0,1.0,0.333437778823135,0.3389693402240287
RF03058,published,1111,1111,0,0,1.0,0.8583205683366942,0.8603886956082333
RF03058,retrained,1111,1111,0,0,1.0,0.38844557109086575,0.3924610443758312
RF03072,published,2245,2245,0,0,1.0,0.5304772252614235,0.5332235136374702
RF03072,retrained,2245,2245,0,0,1.0,0.3268822523614646,0.3296874030102446
RF03074,published,937,937,0,0,1.0,0.8261288647038849,0.8330047753385451
RF03074,retrained,937,937,0,0,1.0,0.5578547947280474,0.5664103823243435
RF03077,published,245,245,0,0,1.0,0.5984247992585603,0.6056369161735751
RF03077,retrained,245,245,0,0,1.0,0.28014596998790364,0.28141112532909
RF03079,published,248,1,247,0,0.004032258064516129,0.43523316062176165,0.43527805576233436
RF03079,retrained,248,1,247,0,0.004032258064516129,0.42592592592592593,0.4263364167931715
RF03085,published,387,387,0,0,1.0,0.8801098801998806,0.8862817986432953
RF03085,retrained,387,387,0,0,1.0,0.6344902312249162,0.6402266517140133
RF03087,published,226,0,226,0,0.0,,
RF03087,retrained,226,0,226,0,0.0,,
RF03090,published,3,3,0,0,1.0,0.9041563501121569,0.9043037080105661
RF03090,retrained,3,3,0,0,1.0,0.49836851662694354,0.4979903798567607
RF03111,published,19,19,0,0,1.0,0.6633038014616963,0.6653319891778309
RF03111,retrained,19,19,0,0,1.0,0.4090214734299793,0.4226098191039885
RF03114,published,1,1,0,0,1.0,0.08333333333333333,0.09038275201932443
RF03114,retrained,1,1,0,0,1.0,0.36666666666666664,0.3686018649965223
RF03115,published,62,62,0,0,1.0,0.8340936769788,0.840243569149283
RF03115,retrained,62,62,0,0,1.0,0.5950543292144242,0.6003565587793197
RF03126,published,97,97,0,0,1.0,0.49423277851654057,0.5081076271783914
RF03126,retrained,97,97,0,0,1.0,0.2954742609440255,0.29644308736959113
RF03127,published,621,621,0,0,1.0,0.2570680995989371,0.3122229869483189
RF03127,retrained,621,621,0,0,1.0,0.35571200193744196,0.3855362971350407
RF03128,published,82,82,0,0,1.0,0.8806169778730748,0.8844148397679438
RF03128,retrained,82,82,0,0,1.0,0.9076096460110649,0.9086986474683629
RF03134,published,77,77,0,0,1.0,0.5196941912068459,0.5536249810446056
RF03134,retrained,77,77,0,0,1.0,0.587947151447329,0.5907733920657132
RF03138,published,168,168,0,0,1.0,0.7891177621338621,0.7977664064202381
RF03138,retrained,168,168,0,0,1.0,0.8607890976839844,0.862234625060407
RF03141,published,233,233,0,0,1.0,0.6271140184559184,0.6494087867385222
RF03141,retrained,233,233,0,0,1.0,0.6085458546818099,0.6122162295744273
RF03144,published,202,202,0,0,1.0,0.4259990683863359,0.44866867213368683
RF03144,retrained,202,202,0,0,1.0,0.381129344302125,0.3839245771553555
RF03145,published,3,3,0,0,1.0,0.4689199052813849,0.4743191529179138
RF03145,retrained,3,3,0,0,1.0,0.37907481439177615,0.3789572364722722
RF03148,published,69,69,0,0,1.0,0.3153107909352327,0.35448451776219786
RF03148,retrained,69,69,0,0,1.0,0.3044995560222934,0.3148559837943334
RF03152,published,4,4,0,0,1.0,0.48167172739541164,0.5199255713384737
RF03152,retrained,4,4,0,0,1.0,0.5215630032206119,0.5604924824566062
RF03154,published,10,10,0,0,1.0,0.5403664527826635,0.5663510815902587
RF03154,retrained,10,10,0,0,1.0,0.5565829968847844,0.5703831426897971
RF03156,published,295,295,0,0,1.0,0.5197802103734309,0.5407624454293749
RF03156,retrained,295,295,0,0,1.0,0.33242805686264804,0.32632836265377524
RF03160,published,5360,5360,0,0,1.0,0.3884289712055107,0.41992106183095057
RF03160,retrained,5360,5360,0,0,1.0,0.28404868362436103,0.2883581169800182
RF03164,published,22,22,0,0,1.0,0.5146144996794594,0.5619169891876807
RF03164,retrained,22,22,0,0,1.0,0.4275645338486965,0.46365313070326764
RF03166,published,1435,1435,0,0,1.0,0.4010412540188962,0.4218832888280706
RF03166,retrained,1435,1435,0,0,1.0,0.2662064201737331,0.2733841916738964
RF03167,published,9003,9003,0,0,1.0,0.7006067578179422,0.7160711324315846
RF03167,retrained,9003,9003,0,0,1.0,0.4511131619135319,0.4621873811228548
RF03168,published,6731,6731,0,0,1.0,0.7939954019813716,0.80628215350453
RF03168,retrained,6731,6731,0,0,1.0,0.48788120625799597,0.4974134694820104
RF03169,published,2022,2022,0,0,1.0,0.5227956480288567,0.5530381939290092
RF03169,retrained,2022,2022,0,0,1.0,0.534129003689576,0.5423223628625928
RF03170,published,702,702,0,0,1.0,0.554329520009572,0.5843599001676016
RF03170,retrained,702,702,0,0,1.0,0.5955752007636735,0.6024777276718609
RF03176,published,52,52,0,0,1.0,0.029538435402998973,0.04039093216449167
RF03176,retrained,52,52,0,0,1.0,0.4085096155952976,0.4347195329608379
RF03228,published,11,11,0,0,1.0,0.7348069972521383,0.7577911952281359
RF03228,retrained,11,11,0,0,1.0,0.8229286798559244,0.8250749750952721
RF03388,published,4,4,0,0,1.0,0.29441239316239315,0.31404271573892123
RF03388,retrained,4,4,0,0,1.0,0.5461288711288711,0.5480881143361895
RF03521,published,12,12,0,0,1.0,0.3139148117873946,0.3377825737004741
RF03521,retrained,12,12,0,0,1.0,0.45770790829292946,0.46625095004446854
RF03531,published,2914,2914,0,0,1.0,0.027115176190175522,0.03180833359829504
RF03531,retrained,2914,2914,0,0,1.0,0.05863306669347546,0.06035596067026684
RF03576,published,15,15,0,0,1.0,0.2993084063791713,0.34709744808834786
RF03576,retrained,15,15,0,0,1.0,0.4265645967849577,0.4293483938962444
RF03740,published,8,8,0,0,1.0,0.46497297991863207,0.499530612812537
RF03740,retrained,8,8,0,0,1.0,0.42799896345666155,0.43203655633913485
RF03772,published,2,2,0,0,1.0,0.1111111111111111,0.17606816861659008
RF03772,retrained,2,2,0,0,1.0,0.23809523809523808,0.23621802584618806
RF03838,published,14,14,0,0,1.0,0.4625145796051321,0.5173898400610076
RF03838,retrained,14,14,0,0,1.0,0.6759639339537641,0.6779172027205892
RF03963,published,3,3,0,0,1.0,0.38095238095238093,0.48383418552782836
RF03963,retrained,3,3,0,0,1.0,0.5217391304347826,0.5928057735220763
RF04188,published,60,60,0,0,1.0,0.03035261361745173,0.032556833841006334
RF04188,retrained,60,60,0,0,1.0,0.03181839980255961,0.031860780741801674
RF04200,published,156,156,0,0,1.0,0.025620140077541938,0.029653408948633286
RF04200,retrained,156,156,0,0,1.0,0.0035351377018043684,0.0005167600952195721
RF04218,published,1,1,0,0,1.0,0.0,-0.0034855388709848253
RF04218,retrained,1,1,0,0,1.0,0.47619047619047616,0.5007854467148545
RF04221,published,1,1,0,0,1.0,0.4,0.4552864953668301
RF04221,retrained,1,1,0,0,1.0,0.6666666666666666,0.6640857185642387
RF04222,published,82,82,0,0,1.0,0.08228498803306165,0.09176875669196571
RF04222,retrained,82,82,0,0,1.0,0.03686599753423407,0.035185139308217726
RF04305,published,2,2,0,0,1.0,0.22727272727272727,0.22401732828300902
RF04305,retrained,2,2,0,0,1.0,0.40293040293040294,0.3988720599630242
RF04308,published,1,1,0,0,1.0,0.2,0.1971426937656258
RF04308,retrained,1,1,0,0,1.0,0.15384615384615385,0.14869463602447425
RF04310,published,14,14,0,0,1.0,0.38725577835775316,0.44195231577934335
RF04310,retrained,14,14,0,0,1.0,0.4383048650887331,0.45232070927452644
