family,model,n_truth,n_scored,n_missing,n_invalid,coverage,mean_f1,mean_mcc
RF01193,rnafold,25,25,0,0,1.0,0.11837505120319358,0.19674220940409837
RF01205,rnafold,5,5,0,0,1.0,0.04,0.06511246456057779
RF01206,rnafold,25,25,0,0,1.0,0.6199324084076823,0.6278507310180187
RF01210,rnafold,25,25,0,0,1.0,0.0,0.0
RF01216,rnafold,25,25,0,0,1.0,0.04183217102017145,0.08826236863287905
RF01219,rnafold,25,25,0,0,1.0,0.1287040973923807,0.13321917038871744
RF01220,rnafold,25,25,0,0,1.0,0.47048809674676234,0.4730037587105147
RF01227,rnafold,25,25,0,0,1.0,0.34362236116459377,0.34274138696412154
RF01228,rnafold,25,25,0,0,1.0,0.3036273757962193,0.3047381870545157
RF01232,rnafold,19,19,0,0,1.0,0.21259003171428092,0.20985994827738755
RF01237,rnafold,25,25,0,0,1.0,0.5977391723917813,0.6049911746933553
RF01240,rnafold,25,25,0,0,1.0,0.5449316748407472,0.5592690722931893
RF01245,rnafold,9,9,0,0,1.0,0.6001675373427621,0.6031893327758824
RF01246,rnafold,6,6,0,0,1.0,0.5313924836517824,0.5326032885288313
RF01247,rnafold,25,25,0,0,1.0,0.3471394871211301,0.3622961745504106
RF01248,rnafold,25,25,0,0,1.0,0.5901234843545641,0.6051893714365155
RF01252,rnafold,25,25,0,0,1.0,0.4795502471215156,0.4874417515155433
RF01254,rnafold,25,25,0,0,1.0,0.4213134942345669,0.4322419021613668
RF01260,rnafold,25,25,0,0,1.0,0.52125630379576,0.5307163745317781
RF01269,rnafold,25,25,0,0,1.0,0.4998623113597862,0.5109949750449387
RF01302,rnafold,25,25,0,0,1.0,0.18583925034582624,0.27536744744514524
RF01315,rnafold,25,25,0,0,1.0,0.23872014260249558,0.24028538894509333
RF01316,rnafold,25,25,0,0,1.0,0.02,0.01791414814703062
RF01319,rnafold,25,25,0,0,1.0,0.0748051948051948,0.07603184337786596
RF01320,rnafold,25,25,0,0,1.0,0.7854567654567655,0.7905752170807684
RF01327,rnafold,13,13,0,0,1.0,0.0,0.0
RF01332,rnafold,9,9,0,0,1.0,0.6692810457516339,0.6667261160312761
RF01337,rnafold,25,25,0,0,1.0,0.4929783549783549,0.5027540975275999
RF01339,rnafold,25,25,0,0,1.0,0.13575757575757577,0.13723334549597166
RF01341,rnafold,4,4,0,0,1.0,0.25,0.24238139728382
RF01348,rnafold,5,5,0,0,1.0,0.2,0.19365725051569002
RF01349,rnafold,3,3,0,0,1.0,0.5158730158730158,0.5191102960355739
RF01352,rnafold,25,25,0,0,1.0,0.0,0.0
RF01353,rnafold,13,13,0,0,1.0,0.6153846153846154,0.6121888443735863
RF01355,rnafold,5,5,0,0,1.0,0.4333333333333333,0.4494989717813079
RF01360,rnafold,4,4,0,0,1.0,0.95,0.953815567360517
RF01364,rnafold,2,2,0,0,1.0,0.5,0.49471711982823613
RF01365,rnafold,1,1,0,0,1.0,0.8333333333333334,0.8438746866143398
RF01366,rnafold,6,6,0,0,1.0,0.9071207430340559,0.9074255878550449
RF01371,rnafold,12,12,0,0,1.0,0.10763888888888888,0.10636657830976265
RF01377,rnafold,1,1,0,0,1.0,0.7272727272727273,0.7542141711536089
RF01378,rnafold,2,2,0,0,1.0,0.38461538461538464,0.380165243211101
RF01381,rnafold,20,20,0,0,1.0,0.9888888888888889,0.9892629345582128
RF01385,rnafold,25,25,0,0,1.0,0.06922970004293143,0.07013167931196823
RF01392,rnafold,18,18,0,0,1.0,0.10744910013202696,0.11228987005652678
RF01396,rnafold,25,25,0,0,1.0,0.026261814335849235,0.024218975430172103
RF01398,rnafold,8,8,0,0,1.0,0.5623510758840772,0.5606772658370844
RF01399,rnafold,11,11,0,0,1.0,0.5016130649176576,0.5001372480333742
RF01404,rnafold,2,2,0,0,1.0,0.6406926406926406,0.6439747548260812
RF01406,rnafold,14,14,0,0,1.0,0.6569126028364066,0.663519051865979
RF01410,rnafold,25,25,0,0,1.0,0.2597712137776654,0.26241750419727333
RF01411,rnafold,25,25,0,0,1.0,0.6670323251243367,0.6701101182443121
RF01414,rnafold,25,25,0,0,1.0,0.5932745616956143,0.6207411455765832
RF01440,rnafold,3,3,0,0,1.0,0.47162210338680927,0.48507972258081056
RF01448,rnafold,2,2,0,0,1.0,0.7380952380952381,0.7398818434493752
RF01451,rnafold,1,1,0,0,1.0,0.5142857142857142,0.5307798148753092
RF01452,rnafold,5,5,0,0,1.0,0.6866966451872112,0.6879284397509101
RF01453,rnafold,3,3,0,0,1.0,0.8568883685211065,0.8564986677878553
RF01454,rnafold,3,3,0,0,1.0,0.39673202614379083,0.39770436431371126
RF01462,rnafold,7,7,0,0,1.0,0.41278213814012693,0.41194092290756684
RF01471,rnafold,25,25,0,0,1.0,0.018478107735679702,0.01911995576578885
RF01475,rnafold,15,15,0,0,1.0,0.13319950202303144,0.13124397546642613
RF01483,rnafold,5,5,0,0,1.0,0.7701094762111712,0.769354380359844
RF01484,rnafold,4,4,0,0,1.0,0.48925493784793717,0.48830921701135177
RF01507,rnafold,25,25,0,0,1.0,0.0,0.0
RF01508,rnafold,6,6,0,0,1.0,0.7850389910362244,0.7875855150735066
RF01515,rnafold,25,25,0,0,1.0,0.0,0.0
RF01517,rnafold,25,25,0,0,1.0,0.6057866681075221,0.605815835796095
RF01519,rnafold,25,25,0,0,1.0,0.7973712112628252,0.8138048198154528
RF01520,rnafold,6,6,0,0,1.0,0.30016103059581317,0.30846452505881944
RF01521,rnafold,25,25,0,0,1.0,0.813130919445422,0.8189948974887714
RF01524,rnafold,17,17,0,0,1.0,0.4159385919447839,0.41353246394736753
RF01532,rnafold,17,17,0,0,1.0,0.6147554624285949,0.6178452396531241
RF01538,rnafold,19,19,0,0,1.0,0.553593799577179,0.5520416886371456
RF01540,rnafold,25,25,0,0,1.0,0.6332332261496351,0.6348171747747857
RF01542,rnafold,13,13,0,0,1.0,0.5974177785622907,0.595636967016086
RF01548,rnafold,25,25,0,0,1.0,0.5854509861785403,0.5887837959199085
RF01549,rnafold,22,22,0,0,1.0,0.6937438097696005,0.6939095282171202
RF01554,rnafold,23,23,0,0,1.0,0.6678423107417588,0.6741648853945168
RF01558,rnafold,15,15,0,0,1.0,0.7806751418516126,0.7842129989530598
RF01560,rnafold,6,6,0,0,1.0,0.0,0.0
RF01564,rnafold,1,1,0,0,1.0,0.0,0.0
RF01568,rnafold,2,2,0,0,1.0,0.5907534246575342,0.5894320685107445
RF01573,rnafold,2,2,0,0,1.0,0.0,0.0
RF01576,rnafold,1,1,0,0,1.0,0.0,0.0
RF01585,rnafold,14,14,0,0,1.0,0.0,-0.0018957492904814245
RF01595,rnafold,13,13,0,0,1.0,0.017094017094017092,0.02507029221759286
RF01597,rnafold,17,17,0,0,1.0,0.0,-0.0029535072118351134
RF01610,rnafold,20,20,0,0,1.0,0.6132427605528108,0.6188863076210793
RF01614,rnafold,10,10,0,0,1.0,0.5731030058651027,0.573874069731179
RF01620,rnafold,18,18,0,0,1.0,0.8269538012475505,0.8267846796126782
RF01624,rnafold,11,11,0,0,1.0,0.041181041181041184,0.06259650142916919
RF01627,rnafold,25,25,0,0,1.0,0.578546784551015,0.5831854682590819
RF01628,rnafold,8,8,0,0,1.0,0.9130061342897094,0.9135519199414761
RF01630,rnafold,25,25,0,0,1.0,0.09577412907645463,0.1862590433819342
RF01637,rnafold,25,25,0,0,1.0,0.10035416628551477,0.20407253083844282
RF01649,rnafold,9,9,0,0,1.0,0.6228527052839337,0.6224117676917698
RF01651,rnafold,10,10,0,0,1.0,0.2598338220918866,0.378431501623672
RF01655,rnafold,22,22,0,0,1.0,0.5808576545505302,0.57965223915473
RF01659,rnafold,9,9,0,0,1.0,0.3890171992320288,0.38750823322095923
RF01665,rnafold,2,2,0,0,1.0,0.6261994159365873,0.6244620440888035
RF01668,rnafold,25,25,0,0,1.0,0.23571790450982505,0.2329879527660985
RF01669,rnafold,25,25,0,0,1.0,0.24975021785174195,0.2486467458978009
RF01671,rnafold,25,25,0,0,1.0,0.004545454545454545,-0.00021473856945310326
RF01680,rnafold,2,2,0,0,1.0,0.6904761904761905,0.688061224243155
RF01686,rnafold,25,25,0,0,1.0,0.7843874960460328,0.790679285391098
RF01690,rnafold,25,25,0,0,1.0,0.738923975835431,0.738449946301876
RF01691,rnafold,25,25,0,0,1.0,0.6379566690746001,0.6749713394129899
RF01692,rnafold,25,25,0,0,1.0,0.3551538970116268,0.3602585082630398
RF01697,rnafold,25,25,0,0,1.0,0.893695224671969,0.8931305826751003
RF01701,rnafold,25,25,0,0,1.0,0.7276950724039507,0.7345689021267765
RF01706,rnafold,25,25,0,0,1.0,0.6262957017361253,0.6275027377430448
RF01711,rnafold,25,25,0,0,1.0,0.4494730945009583,0.4687291187378216
RF01716,rnafold,25,25,0,0,1.0,0.7681694537346714,0.7659127328315921
RF01721,rnafold,25,25,0,0,1.0,0.7509598993474483,0.7549886773414878
RF01724,rnafold,25,25,0,0,1.0,0.39925469041379413,0.39703044078730054
RF01733,rnafold,25,25,0,0,1.0,0.8173025587218915,0.8253840939404892
RF01737,rnafold,14,14,0,0,1.0,0.833774630541872,0.8360401701948863
RF01744,rnafold,25,25,0,0,1.0,0.760978901626482,0.7598345493746171
RF01747,rnafold,25,25,0,0,1.0,0.6011555367633232,0.6035859093376899
RF01749,rnafold,25,25,0,0,1.0,0.7227955722340303,0.7283345597606049
RF01750,rnafold,25,25,0,0,1.0,0.3432666181605299,0.3407044636786548
RF01754,rnafold,25,25,0,0,1.0,0.5548153766364518,0.5609434448766835
RF01761,rnafold,25,25,0,0,1.0,0.39216503002094244,0.406034583421558
RF01767,rnafold,25,25,0,0,1.0,0.2711863412175182,0.27135603581468115
RF01771,rnafold,25,25,0,0,1.0,0.5930552375975078,0.6138022640017416
RF01778,rnafold,25,25,0,0,1.0,0.0,0.0
RF01779,rnafold,2,2,0,0,1.0,0.7659574468085106,0.7642770099245235
RF01782,rnafold,25,25,0,0,1.0,0.11498263320059897,0.11120758348306793
RF01784,rnafold,25,25,0,0,1.0,0.37252583404336564,0.37383294945477663
RF01785,rnafold,7,7,0,0,1.0,0.989010989010989,0.9892110511149268
RF01786,rnafold,25,25,0,0,1.0,0.32088029597618395,0.3181172467699068
RF01792,rnafold,5,5,0,0,1.0,0.6666666666666667,0.6724496123049646
RF01793,rnafold,25,25,0,0,1.0,0.6038980814842884,0.6121611623646146
RF01795,rnafold,25,25,0,0,1.0,0.9055893541767916,0.905908007805026
RF01807,rnafold,13,13,0,0,1.0,0.16924277679969274,0.17097702885636382
RF01814,rnafold,25,25,0,0,1.0,0.816926942060718,0.8320223665354631
RF01817,rnafold,2,2,0,0,1.0,0.6190476190476191,0.6683057091517832
RF01819,rnafold,25,25,0,0,1.0,0.6884796800063084,0.6949709554673374
RF01826,rnafold,25,25,0,0,1.0,0.28587940439333626,0.28913857563090156
RF01827,rnafold,25,25,0,0,1.0,0.23550095688542805,0.23217351916453496
RF01830,rnafold,25,25,0,0,1.0,0.4649812453814174,0.471081583608905
RF01832,rnafold,25,25,0,0,1.0,0.5529566028739685,0.557210240414322
RF01834,rnafold,5,5,0,0,1.0,0.9818181818181818,0.9824193963321666
RF01840,rnafold,16,16,0,0,1.0,0.43974436392914656,0.43959705352836065
RF01842,rnafold,15,15,0,0,1.0,0.7566066966516742,0.7625412055485966
RF01843,rnafold,3,3,0,0,1.0,0.630248978075065,0.6270115971875375
RF01865,rnafold,4,4,0,0,1.0,0.27099334357398874,0.2700817445675647
RF01875,rnafold,25,25,0,0,1.0,0.0,0.0
RF01876,rnafold,25,25,0,0,1.0,0.0,0.0
RF01877,rnafold,25,25,0,0,1.0,0.0,0.0
RF01880,rnafold,25,25,0,0,1.0,0.0,0.0
RF01883,rnafold,25,25,0,0,1.0,0.0,0.0
RF01889,rnafold,8,8,0,0,1.0,0.0,0.0
RF01891,rnafold,25,25,0,0,1.0,0.0,0.0
RF01892,rnafold,25,25,0,0,1.0,0.0,0.0
RF01904,rnafold,25,25,0,0,1.0,0.0,0.0
RF01928,rnafold,25,25,0,0,1.0,0.0,0.0
RF01932,rnafold,16,16,0,0,1.0,0.0,0.0
RF01934,rnafold,14,14,0,0,1.0,0.0,0.0
RF01950,rnafold,25,25,0,0,1.0,0.0,0.0
RF01952,rnafold,25,25,0,0,1.0,0.0,0.0
RF01955,rnafold,25,25,0,0,1.0,0.0,0.0
RF01957,rnafold,25,25,0,0,1.0,0.0,0.0
RF01962,rnafold,25,25,0,0,1.0,0.0,0.0
RF01964,rnafold,25,25,0,0,1.0,0.0,0.0
RF01967,rnafold,25,25,0,0,1.0,0.0,0.0
RF01969,rnafold,25,25,0,0,1.0,0.0,0.0
RF01971,rnafold,25,25,0,0,1.0,0.0,0.0
RF01973,rnafold,25,25,0,0,1.0,0.0,0.0
RF01975,rnafold,25,25,0,0,1.0,0.0,0.0
RF01976,rnafold,25,25,0,0,1.0,0.0,0.0
RF01977,rnafold,25,25,0,0,1.0,0.0,0.0
RF01978,rnafold,25,25,0,0,1.0,0.0,0.0
RF01979,rnafold,25,25,0,0,1.0,0.0,0.0
RF01981,rnafold,25,25,0,0,1.0,0.0,0.0
RF01983,rnafold,25,25,0,0,1.0,0.0,0.0
RF01984,rnafold,25,25,0,0,1.0,0.0,0.0
RF01986,rnafold,25,25,0,0,1.0,0.0,0.0
RF01992,rnafold,25,25,0,0,1.0,0.0,0.0
RF02016,rnafold,10,10,0,0,1.0,0.21739130434782608,0.21257214085992354
RF02033,rnafold,25,25,0,0,1.0,0.5751419375785705,0.5758222948545391
RF02037,rnafold,25,25,0,0,1.0,0.9132227879491515,0.9129789250826492
RF02038,rnafold,25,25,0,0,1.0,0.0,0.0
RF02039,rnafold,25,25,0,0,1.0,0.0,0.0
RF02040,rnafold,25,25,0,0,1.0,0.0,0.0
RF02041,rnafold,25,25,0,0,1.0,0.0,0.0
RF02044,rnafold,21,21,0,0,1.0,0.0,0.0
RF02047,rnafold,25,25,0,0,1.0,0.0,0.0
RF02049,rnafold,5,5,0,0,1.0,0.2421542996214682,0.2391733312278709
RF02052,rnafold,25,25,0,0,1.0,0.39057272198414866,0.40039640930906467
RF02062,rnafold,4,4,0,0,1.0,0.2860960960960961,0.28406087447363604
RF02070,rnafold,6,6,0,0,1.0,0.5351359682629032,0.5371302431139721
RF02072,rnafold,4,4,0,0,1.0,0.30657170394554045,0.31160291306022336
RF02080,rnafold,6,6,0,0,1.0,0.35886302032610656,0.3596756813943884
RF02085,rnafold,14,14,0,0,1.0,0.0,0.0
RF02086,rnafold,12,12,0,0,1.0,0.0,0.0
RF02087,rnafold,9,9,0,0,1.0,0.0,0.0
RF02089,rnafold,25,25,0,0,1.0,0.0,0.0
RF02091,rnafold,25,25,0,0,1.0,0.0,0.0
RF02099,rnafold,1,1,0,0,1.0,0.6713286713286714,0.6725662540604287
RF02104,rnafold,25,25,0,0,1.0,0.0,0.0
RF02106,rnafold,25,25,0,0,1.0,0.0,0.0
RF02109,rnafold,25,25,0,0,1.0,0.0,0.0
RF02110,rnafold,25,25,0,0,1.0,0.0,0.0
RF02111,rnafold,25,25,0,0,1.0,0.03889162661612401,0.04198363247591079
RF02112,rnafold,25,25,0,0,1.0,0.0,0.0
RF02113,rnafold,25,25,0,0,1.0,0.0,0.0
RF02116,rnafold,25,25,0,0,1.0,0.0,0.0
RF02120,rnafold,25,25,0,0,1.0,0.0,0.0
RF02124,rnafold,25,25,0,0,1.0,0.0,0.0
RF02125,rnafold,25,25,0,0,1.0,0.0,0.0
RF02126,rnafold,25,25,0,0,1.0,0.0,0.0
RF02127,rnafold,25,25,0,0,1.0,0.0,0.0
RF02128,rnafold,25,25,0,0,1.0,0.0,0.0
RF02133,rnafold,25,25,0,0,1.0,0.0,0.0
RF02136,rnafold,14,14,0,0,1.0,0.0,0.0
RF02139,rnafold,25,25,0,0,1.0,0.0,0.0
RF02140,rnafold,25,25,0,0,1.0,0.0,0.0
RF02143,rnafold,25,25,0,0,1.0,0.0,0.0
RF02145,rnafold,25,25,0,0,1.0,0.0,0.0
RF02146,rnafold,25,25,0,0,1.0,0.0,0.0
RF02148,rnafold,25,25,0,0,1.0,0.0,0.0
RF02155,rnafold,15,15,0,0,1.0,0.0,0.0
RF02156,rnafold,25,25,0,0,1.0,0.0,0.0
RF02158,rnafold,25,25,0,0,1.0,0.0,0.0
RF02168,rnafold,25,25,0,0,1.0,0.0,0.0
RF02169,rnafold,25,25,0,0,1.0,0.0,0.0
RF02173,rnafold,25,25,0,0,1.0,0.0,0.0
RF02174,rnafold,25,25,0,0,1.0,0.0,0.0
RF02176,rnafold,25,25,0,0,1.0,0.0,0.0
RF02177,rnafold,25,25,0,0,1.0,0.0,0.0
RF02180,rnafold,25,25,0,0,1.0,0.0,0.0
RF02184,rnafold,25,25,0,0,1.0,0.0,0.0
RF02185,rnafold,25,25,0,0,1.0,0.0,0.0
RF02186,rnafold,13,13,0,0,1.0,0.0,0.0
RF02188,rnafold,25,25,0,0,1.0,0.0,0.0
RF02189,rnafold,25,25,0,0,1.0,0.0,0.0
RF02193,rnafold,25,25,0,0,1.0,0.0,0.0
RF02196,rnafold,25,25,0,0,1.0,0.0,0.0
RF02202,rnafold,8,8,0,0,1.0,0.0,0.0
RF02206,rnafold,25,25,0,0,1.0,0.0,0.0
RF02209,rnafold,25,25,0,0,1.0,0.0,0.0
RF02211,rnafold,15,15,0,0,1.0,0.0,0.0
RF02212,rnafold,25,25,0,0,1.0,0.0,0.0
RF02213,rnafold,23,23,0,0,1.0,0.0,0.0
RF02216,rnafold,25,25,0,0,1.0,0.0,0.0
RF02217,rnafold,17,17,0,0,1.0,0.0,0.0
RF02220,rnafold,22,22,0,0,1.0,0.0,0.0
RF02222,rnafold,25,25,0,0,1.0,0.6779849242066099,0.6784248825745192
RF02224,rnafold,25,25,0,0,1.0,0.25924140786749483,0.25373850980009666
RF02227,rnafold,25,25,0,0,1.0,0.7255793631180932,0.7242137611947415
RF02228,rnafold,25,25,0,0,1.0,0.20563613928910204,0.20167891635237903
RF02234,rnafold,25,25,0,0,1.0,0.622157932351302,0.6221316789236504
RF02235,rnafold,25,25,0,0,1.0,0.831789023845908,0.8316366124299328
RF02237,rnafold,5,5,0,0,1.0,0.1890379129177585,0.18841636698725403
RF02240,rnafold,25,25,0,0,1.0,0.6748315413411017,0.6739566233125492
RF02241,rnafold,25,25,0,0,1.0,0.9029677063259152,0.9039232723420857
RF02242,rnafold,25,25,0,0,1.0,0.15500331193210454,0.15218294190480505
RF02246,rnafold,25,25,0,0,1.0,0.0,0.0
RF02248,rnafold,25,25,0,0,1.0,0.0,0.0
RF02250,rnafold,25,25,0,0,1.0,0.0,0.0
RF02251,rnafold,25,25,0,0,1.0,0.0,0.0
RF02255,rnafold,11,11,0,0,1.0,0.0,0.0
RF02256,rnafold,6,6,0,0,1.0,0.0,0.0
RF02267,rnafold,25,25,0,0,1.0,0.0,0.0
RF02270,rnafold,3,3,0,0,1.0,0.6225319396051103,0.6210727255823835
RF02276,rnafold,25,25,0,0,1.0,0.5779769266286295,0.5767738502262825
RF02281,rnafold,2,2,0,0,1.0,0.0,0.0
RF02282,rnafold,1,1,0,0,1.0,0.0,0.0
RF02289,rnafold,1,1,0,0,1.0,0.0,0.0
RF02292,rnafold,1,1,0,0,1.0,0.0,0.0
RF02298,rnafold,1,1,0,0,1.0,0.0,0.0
RF02302,rnafold,2,2,0,0,1.0,0.0,0.0
RF02304,rnafold,1,1,0,0,1.0,0.0,0.0
RF02306,rnafold,1,1,0,0,1.0,0.0,0.0
RF02310,rnafold,1,1,0,0,1.0,0.9117647058823529,0.9113495384314811
RF02314,rnafold,2,2,0,0,1.0,0.43441881501582996,0.43279238669275893
RF02317,rnafold,1,1,0,0,1.0,0.9019607843137255,0.9059020002236823
RF02319,rnafold,1,1,0,0,1.0,0.975609756097561,0.9757849157031092
RF02321,rnafold,1,1,0,0,1.0,0.8493150684931506,0.8487663110696223
RF02324,rnafold,1,1,0,0,1.0,0.8727272727272727,0.872363747638207
RF02328,rnafold,1,1,0,0,1.0,0.9855072463768116,0.9855517473012863
RF02332,rnafold,1,1,0,0,1.0,0.2153846153846154,0.21121162082826012
RF02334,rnafold,1,1,0,0,1.0,0.7647058823529411,0.7641385763650267
RF02339,rnafold,1,1,0,0,1.0,0.95,0.9506977788995566
RF02349,rnafold,25,25,0,0,1.0,0.3578225587570865,0.3596008526203959
RF02368,rnafold,1,1,0,0,1.0,0.43956043956043955,0.43900802917016146
RF02370,rnafold,25,25,0,0,1.0,0.20813485379167088,0.21382580864046383
RF02372,rnafold,25,25,0,0,1.0,0.6127399380804954,0.6649280620453629
RF02385,rnafold,25,25,0,0,1.0,0.06718679371366658,0.06277146297668326
RF02388,rnafold,2,2,0,0,1.0,0.0,-0.006880727821571843
RF02389,rnafold,1,1,0,0,1.0,0.9565217391304348,0.957202754593854
RF02392,rnafold,1,1,0,0,1.0,0.29357798165137616,0.2915847471815372
RF02395,rnafold,1,1,0,0,1.0,0.2702702702702703,0.266890439294932
RF02404,rnafold,1,1,0,0,1.0,0.43333333333333335,0.43621429485912927
RF02418,rnafold,19,19,0,0,1.0,0.9103341568715528,0.914851372014192
RF02421,rnafold,25,25,0,0,1.0,0.2753140374109729,0.281307563308434
RF02425,rnafold,25,25,0,0,1.0,0.5690542277300144,0.5757548780597531
RF02439,rnafold,5,5,0,0,1.0,0.46422764227642277,0.46353226411314735
RF02441,rnafold,4,4,0,0,1.0,1.0,1.0
RF02457,rnafold,3,3,0,0,1.0,0.705212306127638,0.7043496885400519
RF02458,rnafold,1,1,0,0,1.0,0.7123287671232876,0.711435296038285
RF02459,rnafold,7,7,0,0,1.0,0.4659575346293297,0.4622979685130085
RF02462,rnafold,25,25,0,0,1.0,0.30470946208390026,0.31809017025318204
RF02463,rnafold,25,25,0,0,1.0,0.042035014760621235,0.03751087318026893
